Position,Id,Title,Authors,Published Date,Country,Original Language,Page Range,Word Count,Global Rank,Global Score,Genre Categories,Subject Categories,Location Categories
405,812,Philosophical Investigations,Ludwig Wittgenstein,1953,Austrian,German,200-300,50000,405,723,"Experimental, Nonfiction, Postmodern, philosophical","Communication, Grammar, Language & Writing, Meaning, Mind, Philosophy, Understanding, academic, logic","Austria, United Kingdom"
406,1154,Our Mutual Friend,Charles Dickens,1864,British,English,800-900,168000,406,722,"Crime, Drama, Fiction, Literary Fiction, Social & Cultural Fiction, Victorian","Death & Grief, Deception, Identity, Love, Redemption, Social Class, Wealth, greed","England, London"
407,2336,Notes from the Underground,Fyodor Dostoevsky,1864,Russian,Russian,70-150,67000,407,720,"Allegorical, Dark, Fiction, Literary Fiction, Postmodern, Psychological, philosophical","Alienation, Existentialism, Psychology, Suffering, Underground Man, human nature, isolation, self-destruction","Russia, Saint Petersburg"
408,821,Relativity,Albert Einstein,1916,German,German,130-150,30000,408,719,"Encyclopedic, Mythological, Nonfiction, Technical, philosophical","Energy, History, History Of Science, Inertia, Light, Mass, Motion, Physics, Relativity, Science, Time, gravity","Germany, Space, Switzerland"
409,433,Do Androids Dream of Electric Sheep?,Philip K. Dick,1968,American,English,210-256,61000,409,719,"Cyberpunk, Dystopian, Fiction, Science fiction, Speculative Fiction, philosophical","Androids, Animals, Artificial Intelligence, Empathy, Existentialism, Humanity, Movies, Survival, Technology, morality",Fictional Location
410,509,Another Country,James Baldwin,1962,American,English,400-448,166121,410,718,"Coming of age, Drama, Fiction, Literary Fiction, Social & Cultural Fiction, Tragedy","Alienation, Betrayal, Despair, Friendship, Hope, Identity, Love, Sexuality, race","France, New York, New York City, Paris, United States"
411,1242,Let Us Now Praise Famous Men,James Agee,1941,American,English,400-500,128000,411,715,"Americana, Cultural, Memoir, Nonfiction","American History, Families, Family, Farm life, History, Human Condition, Journeys, Labor, Photography, Poverty, Reportage, Rural Life, Social sciences, Tenant Farming, depression","Alabama, Southern US, United States"
412,2559,Collected Poems,Wallace Stevens,1954,American,English,300-500,,412,714,"Allegorical, Modernist, Poetry, Postmodern, philosophical","Beauty, Death, Existence, Language, Mind, Nature, Perception, imagination, reality",United States
413,1151,Critique of Pure Reason,Immanuel Kant,1781,German,German,500-800,120000,413,712,"Experimental, Mythological, Nonfiction, Technical, philosophical","A Priori Knowledge, Causality, Epistemology, History, Metaphysics, Noumena, Phenomena, Reason, Space and time, Synthetic Judgments, Transcendental Idealism, academic","Germany, Konigsberg, Prussia, Space"
414,781,The Origins of Totalitarianism,Hannah Arendt,1951,German,English,500-700,200000,414,710,"Cultural, Nonfiction, Political, philosophical","ANTI-SEMITISM, Bureaucracy, History, Ideology, Imperialism, Political Ideologies, Power, Propaganda, Terror, academic, mass movements","Germany, Russia, United States"
415,827,The Myth of Sisyphus,Albert Camus,1942,French,French,90-160,35500,415,708,"Allegorical, Dark, Existentialist, Nonfiction, philosophical","Despair, Essays, Existence, Existentialism, Hope, Human Condition, Meaning, Philosophy, Suffering, Suicide, rebellion","Europe, France"
416,2327,The Notebooks of Malte Laurids Brigge,Rainer Maria Rilke,1910,German,German,200-300,50000,416,706,"Diaries & Journals, Experimental, Fiction, Literary Fiction, Modernist, philosophical","Death, Existence, Illness, Madness, Memory, Suffering, childhood, fear, loneliness","France, Paris"
417,2144,The Razor's Edge,W. Somerset Maugham,1944,British,English,300-400,84000,417,704,"Coming of age, Drama, Fiction, Literary Fiction, Social & Cultural Fiction, philosophical","Christianity, Class Distinction, Disillusionment, Existentialism, Friendship, Individualism, Materialism, Search for Meaning, Self-discovery","England, France, India, London, Paris"
418,3959,"W, or the Memory of Childhood",Georges Perec,1975,French,French,100-200,,418,701,"Allegorical, Experimental, Fiction, Literary Fiction, Memoir, Postmodern","Memory, Narrative, Sports, Survival, Trauma, World War II, childhood",France
419,180,War of the Worlds,H. G. Wells,1898,British,English,200-300,60000,419,700,"Adventure, Apocalyptic, Fiction, Horror, Science fiction, Speculative Fiction","Adaptation, Destruction, Humanity, Invasion, Survival, Technology, conflict, fear","England, London, Surrey, Woking"
420,184,Atlas Shrugged,Ayn Rand,1957,American,English,1000-1200,645000,420,699,"Dystopian, Fiction, Political, philosophical","Economics, Freedom, Government, Individualism, Industrialism, Innovation, Philosophy, Power, morality","Colorado, New York, United States"
421,2151,Stranger in a Strange Land,Robert A. Heinlein,1961,American,English,408-528,220000,421,699,"Fiction, Literary Fiction, Postmodern, Science fiction, Social & Cultural Fiction, Speculative Fiction, philosophical","Culture, Freedom, Humanity, Individualism, Love, Military, Philosophy, Politics, Sexuality, Society",Fictional Location
422,4568,The Silence of the Lambs,Thomas Harris,1988,American,English,350-450,110942,422,697,"Crime, Fiction, Horror, Mystery, Psychological, Speculative Fiction, Thriller & Suspense","Abduction, FBI, Forensics, Investigation, Murder, Psychiatry, Psychology & Mental Health, Psychopathy, cannibalism, serial killers","Quantico, United States, West Virginia"
423,3340,Americanah,Chimamanda Ngozi Adichie,2013,Nigerian,English,477,151960,423,696,"Contemporary, Drama, Fiction, Literary Fiction, Social & Cultural Fiction","African American, Culture, Education, Family, Friendship, Hair, Immigrants, Immigration, Love, Racism, blogging, class, race, relationships","Connecticut, Lagos, New York, Nigeria, Philadelphia, Princeton, United States"
424,2469,The Alchemist,Paulo Coelho,1988,Brazilian,Portuguese,163-208,45000,424,695,"Allegorical, Fiction, Literary Fiction, Magical Realism, Religion & Spirituality, philosophical","Alchemy, Christianity, Destiny, Dreams, Journey, Personal Legend, Self-discovery, Transformation","Egypt, Spain"
425,239,Parade's End,Ford Madox Ford,1924,British,English,800-900,200000,425,694,"Fiction, Historical fiction, Literary Fiction, Modernist, Political, Psychological, Social & Cultural Fiction","Duty, Infidelity, Love, Marriage, Mental Health, Social change, War, World War I, class","Belgium, England, France, Great Britain"
426,2343,The Glass Bead Game,Hermann Hesse,1943,German,German,500-600,137000,426,689,"Allegorical, Experimental, Fiction, Literary Fiction, Postmodern, philosophical","Education, Games, Intellectualism, Mentorship, Philosophy, Science, Self-discovery, Society",Fictional Location
427,1940,The Joy Luck Club,Amy Tan,1989,American,English,288-332,91084,427,688,"Family & Relationships, Fiction, Historical fiction, Literary Fiction, Realistic Fiction, Social & Cultural Fiction","Culture, Death & Grief, Family, Family dynamics, Friendship, Generational Conflict, Immigration, Memory, Motherhood, Mothers & Children, Novela, Sacrifice, Storytelling, Women, Women's Studies, tradition","California, China, San Francisco, United States"
428,1485,The Feminine Mystique,Betty Friedan,1963,American,English,300-400,178000,428,684,"Counselling, Cultural, Family & Relationships, Nonfiction, Political","Career, Domesticity, Fulfillment, Gender and Sexuality, Identity, Marriage, Society, Women's Studies, Women's rights, Womens Studies, gender roles",United States
429,3034,The Prophet,Kahlil Gibran,1923,Lebanese,English,90-130,12000,429,679,"Allegorical, Fiction, Literary Fiction, Poetry, Religion & Spirituality, philosophical","Children, Christianity, Death & Grief, Freedom, Friendship, Love, Marriage, Sorrow, Work, joy","Lebanon, United States"
430,23,The Crying of Lot 49,Thomas Pynchon,1966,American,English,150-200,49000,430,676,"Absurdist, Fiction, Literary Fiction, Mystery, Postmodern, metafiction","Communication, Conspiracy, Entropy, Paranoia, Postal System, Secret societies, Symbols, Technology, isolation","California, United States"
431,3215,Effi Briest,Theodor Fontane,1895,German,German,300-400,118000,431,673,"Fiction, Historical fiction, Literary Fiction, Social & Cultural Fiction, Tragedy, Victorian","Adultery, Death, Duty, Family, Forgiveness, Guilt, Honor, Illness, Marriage, Society, Teenagers, realism","Berlin, Germany, Pomerania"
432,3683,Melmoth the Wanderer,Charles Robert Maturin,1820,British,English,600-700,220000,432,672,"Allegorical, Fiction, Gothic, Historical fiction, Horror, Speculative Fiction, Supernatural","Despair, Guilt, Immortality, Madness, Redemption, Temptation, evil, isolation","Dublin, Ireland"
433,1606,Parallel Lives,Plutarch,100,Greek,Greek,500-700,,433,672,"Ancient, Biography, Mythological, Nonfiction, philosophical","Character, Friendship, Heroism, History, Leadership, Virtue, morality","Greece, Italy, Roman, Rome"
434,490,Ramayana,Valmiki,-200,Indian,Sanskrit,500-2000,24000,434,672,"Fiction, Historical fiction, Mythological, Religion & Spirituality, epic","Devotion, Duty, Exile, Family, Friendship, Good vs Evil, Hinduism, History, Honor, Justice, Loyalty, Righteousness, Sacrifice",Fictional Location
435,71,Play It As It Lays,Joan Didion,1970,American,English,200-250,56000,435,668,"Allegorical, Fiction, Literary Fiction, Postmodern, Psychological, Social & Cultural Fiction","Addiction, Alienation, Despair, Existentialism, Mental illness, Women's Studies, abortion, depression, relationships","California, Hollywood, Los Angeles, United States"
436,77,Ragtime,E. L. Doctorow,1975,American,English,250-350,72000,436,668,"Allegorical, Fiction, Historical fiction, Literary Fiction, Postmodern, Social & Cultural Fiction","Alternate History, American dream, Class Struggle, Family, Family dynamics, Historical Figures, Immigration, Industrialization, Racism, Sociology","New Rochelle, New York, New York City, United States"
437,2443,The Code of the Woosters,P. G. Wodehouse,1938,British,English,200-300,59670,437,667,"Cozy, Fiction, Humor, Picaresque, Social & Cultural Fiction","Antiques, Blackmail, Deception, Engagements, Friendship, Mischief, Social Class, Upper class","England, Fictional Location"
438,327,Jacques the Fatalist and His Master,Denis Diderot,1796,French,French,200-300,117000,438,666,"Experimental, Fiction, Picaresque, Postmodern, Satire, philosophical","Fate, Free will, Narrative Structure, Philosophy, Social Critique, human nature, morality",France
439,3453,Gormenghast,Mervyn Peake,1950,British,English,400-500,205000,439,660,"Absurdist, Allegorical, Drama, Experimental, Fiction, Gothic, Literary Fiction","Ambition, Family, Hierarchy, Inheritance and succession, Madness, Nobility, Power, Rituals, isolation, rebellion, tradition",Fictional Location
440,2457,Eugene Onegin,Alexander Pushkin,1833,Russian,Russian,200-300,49000,440,659,"Drama, Fiction, Literary Fiction, Poetry, Social & Cultural Fiction, Tragedy","Death, Duels, Friendship, Love, Marriage, Regret, Rejection, Romanticism, Society","Moscow, Russia, Saint Petersburg"
441,2850,Casino Royale,Ian Fleming,1953,British,English,192-240,58240,441,656,"Crime, Fiction, Spy, Thriller & Suspense, noir","Betrayal, Espionage, Finance, Gambling, Love, Loyalty, Revenge, Terrorism, action","France, Great Britain, United Kingdom"
442,3051,The Princess Bride,William Goldman,1973,American,English,200-500,107253,442,654,"Adventure, Fantasy, Fiction, Folklore & Fairy Tales, High Fantasy, Humor, Speculative Fiction, metafiction","Betrayal, Dueling, Giants, Juvenile, Love, Miracles, Piracy, Revenge, Royalty, Swordsmanship",Fictional Location
443,2733,The Federalist Papers,"Alexander Hamilton, James Madison, John Jay",1787,American,English,400-500,85000,443,653,"Mythological, Nonfiction, Political, philosophical","American History, American Revolutionary War, Checks and Balances, Constitutional Interpretation, Federalism, Government Structure, History, Judicial Review, Liberty, Political Ideologies, Republicanism, Separation of Powers","New York, United States"
444,3740,The Immoralist,André Gide,1902,French,French,100-200,39176,444,653,"Allegorical, Fiction, Literary Fiction, Psychological, philosophical","Desire, Freedom, Illness, Lgbtq+, Marriage, Repression, Self-discovery, morality","Algeria, France"
445,2365,Household Tales,Brothers Grimm,1812,German,German,200-300,160000,445,650,"Adventure, Fantasy, Fiction, Folklore & Fairy Tales, Magical Realism, Speculative Fiction","Cunning, Family, Family dynamics, Friendship, History, Justice, Marriage, Poverty, Transformation, fear, morality","Germany, Queens"
446,2832,The Bluest Eye,Toni Morrison,1970,American,English,160-220,78000,446,647,"Coming of age, Fiction, Literary Fiction, Realistic Fiction, Social & Cultural Fiction, Tragedy","African American, Beauty, Family, Family dynamics, Mental Health, Poverty, Racism, Self-worth, Trauma, abuse, childhood","Lorain, Ohio, United States"
447,2618,Bouvard et Pécuchet,Gustave Flaubert,1881,French,French,350-450,134203,447,645,"Absurdist, Fiction, Literary Fiction, Postmodern, Satire, philosophical","Disillusionment, Failure, Friendship, History, Intellectual Pursuit, Knowledge, Society, human nature",France
448,272,Waiting for the Barbarians,J. M. Coetzee,1980,South African,English,150-200,56000,448,643,"Allegorical, Fiction, Literary Fiction, Political, Psychological","Empathy, Humanity, Justice, Power, colonialism, conflict, fear, oppression","Africa, Fictional Location, South Africa"
449,1679,Pensées,Blaise Pascal,1670,French,French,444,70000,449,642,"Allegorical, Experimental, Nonfiction, Religion & Spirituality, philosophical","Christianity, Classics, Essays, History, Philosophy","France, Paris"
450,1326,Roots,Alex Haley,1976,American,English,576-688,587287,450,642,"Biography, Fiction, Historical fiction, Social & Cultural Fiction","African American, African American History, American History, Culture, Ethics, Family, Family dynamics, Freedom, History, Perseverance, Racism, Resilience, Slavery, heritage","Africa, Annapolis, Gambia, Henning, Maryland, Southern US, Sub-Saharan Africa, Tennessee, United States"
451,714,The Souls of Black Folk,W. E. B. Du Bois,1903,American,English,100-200,85000,451,641,"Cultural, Nonfiction, Poetry, Political, philosophical","African American History, American History, Civil rights, Double Consciousness, Education, Freedom, History, Identity, Poverty, Racism, Struggle, inequality",United States
452,2847,Romeo and Juliet,William Shakespeare,1597,British,English,90-120,25000,452,640,"Drama, Fiction, Plays, Romance, Tragedy","Death & Grief, Family, Fate, Love, Marriage, Passion, Revenge, Youth, conflict","Italy, Verona"
453,2000,A Brief History of Time,Stephen Hawking,1988,British,English,200-256,41000,453,638,"Encyclopedic, Nonfiction, Technical, philosophical","Big Bang Theory, Black holes, Cosmology, History, History Of Science, Nature, Physics, Relativity, Science, Singularity, Space-time, Time","Fictional Location, Quantum Mechanics, Space, Universe"
454,844,Tractatus Logico-Philosophicus,Ludwig Wittgenstein,1921,Austrian,German,70-80,30000,454,636,"Experimental, Modernist, Nonfiction, philosophical","Facts, Humanities, Language, Language & Writing, Meaning, Philosophy, Propositions, Thought, Truth, logic, reality","Austria, United Kingdom, World"
455,238,The Secret Agent,Joseph Conrad,1907,British,English,320,105672,455,635,"Crime, Fiction, Literary Fiction, Modernist, Political, Psychological","Anarchism, Betrayal, Espionage, Family, Ideology, Politics, Psychology, Terrorism, morality","England, London"
456,3365,The Castle of Otranto,Horace Walpole,1764,British,English,100-200,23000,456,634,"Fiction, Gothic, Historical fiction, Horror, Literary Fiction, Speculative Fiction","Death, Family, Inheritance, Marriage, Power, Prophecy",Fictional Location
457,2645,Moll Flanders,Daniel Defoe,1722,British,English,320-370,138582,457,633,"Fiction, Historical fiction, Literary Fiction, Picaresque, Social & Cultural Fiction","Deception, Imprisonment, Marriage, Poverty, Redemption, Repentance, Survival, Theft, Wealth, Women's Studies, morality","England, London, Virginia"
458,2880,Amerika,Franz Kafka,1927,Czech,German,336,78000,458,630,"Absurdist, Allegorical, Dark, Experimental, Fiction, Literary Fiction, Modernist","Alienation, Existentialism, Exploitation, Immigrants, Immigration, Injustice, Work, isolation","New York, United States"
459,80,Revolutionary Road,Richard Yates,1961,American,English,300-400,68620,459,629,"Drama, Fiction, Literary Fiction, Realistic Fiction, Social & Cultural Fiction, Tragedy","Conformity, Despair, Disillusionment, Dreams, Escape, Family, Family dynamics, Infidelity, Marriage, Mental Health","Connecticut, Suburbia, United States"
460,452,A Doll's House,Henrik Ibsen,1879,Norwegian,Norwegian,70-100,30000,460,627,"Drama, Fiction, Literary Fiction, Plays, Social & Cultural Fiction, Tragedy","Deception, Family, Freedom, Marriage, Society, Women's Studies, gender roles, morality, play, realism, relationships","Independence, Money, Norway"
461,3928,Ada or Ardor,Vladimir Nabokov,1969,American,English,589-624,144000,461,624,"Experimental, Fiction, Literary Fiction, Modernist, Postmodern, Psychological","Death, Family, Incest, Love, Memory, Sexuality, Siblings, Teachers, Time","Fictional Location, United States"
462,2620,Bartleby the Scrivener,Herman Melville,1853,American,English,30-50,35000,462,624,"Allegorical, Dark, Fiction, Literary Fiction, Picaresque, Social & Cultural Fiction","Alienation, Bureaucracy, Capitalism, Existentialism, Humanity, Psychology & Mental Health, Work, compassion, depression, isolation","New York, New York City, United States"
463,26,Death Comes for the Archbishop,Willa Cather,1927,American,English,300-500,72000,463,623,"Fiction, Historical fiction, Literary Fiction, Religion & Spirituality, Social & Cultural Fiction","American History, Catholicism, Christianity, Community, Cultural Conflict, Faith, Friendship, History, Leadership, Missionary Work, Native American, colonialism, tradition","New Mexico, United States"
464,28,The Death of the Heart,Elizabeth Bowen,1938,"British, Irish",English,320-400,101473,464,622,"Coming of age, Fiction, Literary Fiction, Psychological, Social & Cultural Fiction, Tragedy","Adolescence, Betrayal, Family, Innocence, Love, loneliness, orphans","England, London"
465,733,Eminent Victorians,Lytton Strachey,1918,British,English,200-300,64500,465,622,"Biography, Nonfiction, Satire, Victorian","Education, European History, History, Medicine, Military, Nursing, Politics, Reform","England, Great Britain, United Kingdom"
466,2277,Froth on the daydream,Boris Vian,1947,French,French,200-300,36000,466,621,"Absurdist, Experimental, Fiction, Literary Fiction, Magical Realism, Surreal","Death, Illness, Love, Music, Wealth",Fictional Location
467,236,Sister Carrie,Theodore Dreiser,1900,American,English,300-500,145000,467,620,"Drama, Fiction, Historical fiction, Literary Fiction, Social & Cultural Fiction, Tragedy","Ambition, Desire, History, Materialism, Poverty, Society, Success, class, morality, realism, relationships","Chicago, Illinois, New York, New York City, United States"
468,3901,The Passion According to G.H.,Clarice Lispector,1964,Brazilian,Portuguese,150-200,45000,468,620,"Allegorical, Fiction, Literary Fiction, Postmodern, Psychological, Surreal, philosophical","Consciousness, Existence, Human Condition, Introspection, Philosophy, Self-discovery, Transformation, isolation","Brazil, Rio de Janeiro"
469,881,The Social Contract,Jean-Jacques Rousseau,1762,French,French,150-200,50000,469,619,"Nonfiction, Political, philosophical","Economics, Government, History, Philosophy",France
470,479,Season of Migration to the North,Al-Tayyib Salih,1966,Sudanese,Arabic,139-169,50000,470,619,"Allegorical, Drama, Fiction, Literary Fiction, Social & Cultural Fiction, philosophical","Alienation, Cultural Conflict, Humanities, Memory, Power, Revenge, Sexuality, Trauma, Violence, colonialism","Sudan, United Kingdom"
471,1269,Dubliners,James Joyce,1914,Irish,English,152-224,65000,471,615,"Coming of age, Fiction, Literary Fiction, Modernist, Short Story Collection, Social & Cultural Fiction","Death & Grief, Escape, Family, Identity, Marriage, Paralysis, Society, isolation","Dublin, Epiphany, Ireland"
472,3663,The Vicar of Wakefield,Oliver Goldsmith,1766,British,English,200-300,60786,472,613,"Allegorical, Drama, Fiction, Historical fiction, Literary Fiction, Social & Cultural Fiction","Adversity, Conduct of life, Deception, Family, Forgiveness, Love, Marriage, Social Class, Virtue, morality","England, Fictional Location, Great Britain"
473,257,The Thirty-Nine Steps,John Buchan,1915,British,English,100-200,60988,473,612,"Adventure, Fiction, Mystery, Spy, Thriller & Suspense","Conspiracy, Deception, Espionage, Murder, Politics, Survival, World War I","England, Great Britain, Scotland, United Kingdom"
474,2145,Nine Stories,J. D. Salinger,1953,American,English,200-300,63000,474,612,"Fiction, Literary Fiction, Psychological, Realistic Fiction, Short Story Collection, Social & Cultural Fiction","Children, Death, Family, Mental Health, Psychology & Mental Health, Short stories, Trauma, War, isolation, relationships",United States
475,39,A Handful of Dust,Evelyn Waugh,1934,British,English,200-300,68000,475,611,"Absurdist, Dark Humor, Fiction, Literary Fiction, Satire, Tragedy","Adultery, Betrayal, Country life, Despair, Divorce, Friendship, Infidelity, Marriage, Social Class, isolation","England, London"
476,3452,Titus Groan,Mervyn Peake,1946,British,English,400-500,138000,476,611,"Dark, Drama, Experimental, Fiction, Gothic, Literary Fiction, Postmodern","Family, Inheritance, Madness, Nobility, Power, Rituals, Servitude, isolation, rebellion, tradition",Fictional Location
477,2613,Fortunata and Jacinta,Benito Pérez Galdós,1887,Spanish,Spanish,800-1000,267000,477,610,"Drama, Family & Relationships, Fiction, Historical fiction, Literary Fiction, Social & Cultural Fiction, Tragedy","Betrayal, Family, Infidelity, Love, Marriage, Redemption, Social Class, morality, realism","Madrid, Spain"
478,2747,Through the Looking Glass,Lewis Carroll,1871,British,English,200-300,27498,478,610,"Absurdist, Dark, Fantasy, Fiction, Literary Fiction, Magical Realism, Speculative Fiction","Chess, Childhood and youth, Dreams, Juvenile, Mirrors, Nonsense, Transformation, childhood, logic","Fictional Location, Germany"
479,2497,The Hunchback of Notre-Dame,Victor Hugo,1831,French,French,300-500,183000,479,606,"Drama, Fiction, Gothic, Historical fiction, Literary Fiction, Social & Cultural Fiction, Tragedy","Architecture, Injustice, Love, Obsession, People with disabilities, Prejudice, Redemption, Romanticism, Social Inequality, compassion","France, Paris"
480,3816,Joseph and His Brothers,Thomas Mann,1933,German,German,1200-1500,365000,480,604,"Allegorical, Fiction, Historical fiction, Literary Fiction, Mythological, Retellings, philosophical","Betrayal, Christianity, Destiny, Dreams, Faith, Family, Family dynamics, Forgiveness, Identity, Jealousy, Power","Canaan, Egypt, Providence"
481,496,The Fall,Albert Camus,1956,French,French,140-160,26000,481,604,"Allegorical, Dark, Fiction, Literary Fiction, Picaresque, philosophical","Alienation, Confession, Existentialism, Guilt, Hypocrisy, Judgment, Redemption, Self-reflection, morality","Amsterdam, Netherlands"
482,2604,Poet in New York,Federico García Lorca,1940,Spanish,Spanish,50-100,,482,604,"Allegorical, Experimental, Fiction, Literary Fiction, Poetry, Surreal","Alienation, Death, Despair, Dreams, Injustice, Modernity, Nature, Urbanization, isolation","New York, United States"
483,3183,Perfume,Patrick Suskind,1985,German,German,250-300,51000,483,604,"Fiction, Gothic, Historical fiction, Horror, Literary Fiction, Psychological, Speculative Fiction","Alchemy, Artistry, Madness, Murder, Obsession, Perfume, Psychopathy, Scent, isolation","France, Paris"
484,212,The Way We Live Now,Anthony Trollope,1875,British,English,800-1000,362000,484,603,"Fiction, Historical fiction, Literary Fiction, Satire, Social & Cultural Fiction, Victorian","Ambition, Deception, Finance, Marriage, Scandal, Social Class, Speculation, Wealth, corruption, morality","England, London"
485,737,The Second World War,Winston Churchill,1948,British,English,3000-3500,1250000,485,603,"20th century, Biography, Diaries & Journals, Nonfiction, Political","Alliances, American History, Diplomacy, European History, History, Leadership, Military, Naval History, Resilience, Strategy, War, conflict","Africa, Asia, China, Europe, France, Germany, Great Britain, Italy, Japan, North America, Soviet Union, United Kingdom, United States"
486,453,The Book of Job,Unknown,-600,Israeli,Hebrew,20-30,10600,486,603,"Allegorical, Mythological, Religion & Spirituality, philosophical","Christianity, Divine Wisdom, Faith, Friendship, Human Limitation, Justice, Patience, Redemption, Suffering",Israel
487,2370,Lost Illusions,Honoré de Balzac,1837,French,French,600-1000,195000,487,601,"Absurdist, Drama, Fiction, Historical fiction, Literary Fiction, Social & Cultural Fiction","Ambition, Deception, Failure, Friendship, Journalism, Love, Society, realism","France, Money, Paris"
488,10026,Red Cavalry,Isaac Babel,1926,Russian,Russian,100-200,54000,488,601,"Fiction, Historical fiction, Literary Fiction, Modernist, Short Story Collection, military fiction","Brutality, Courage, Death, Ideology, Jewish, Reportage, Revolution, Short stories, Soldiers, Suffering, Violence, War, conflict","Poland, Soviet Union, Ukraine"
489,3043,Complete Poems,Elizabeth Bishop,1969,American,English,200-300,,489,597,"Fiction, Literary Fiction, Poetry","Family, Identity, Loss, Memory, Nature, Observation, childhood, isolation","Brazil, Nova Scotia, United States"
490,2792,Four Quartets,T. S. Eliot,1943,British,English,40-60,8841,490,595,"Experimental, Modernist, Poetry, Religion & Spirituality, philosophical","Christianity, Existence, Faith, History, Memory, Mortality, Nature, Redemption, Suffering, Time","England, United States"
491,628,The English Patient,Michael Ondaatje,1992,Canadian,English,300-320,82000,491,594,"Fiction, Historical fiction, Literary Fiction, Psychological, Social & Cultural Fiction, Tragedy","Betrayal, Friendship, Healing, Love, Memory, Survival, Trauma, War, World War II","Canada, Egypt, Italy"
492,178,The Naked and the Dead,Norman Mailer,1948,American,English,721,208000,492,590,"Fiction, Literary Fiction, Political, Social & Cultural Fiction, military fiction","Camaraderie, Death & Grief, Humanity, Leadership, Power, Survival, War, fear","Pacific Islands, United States"
493,428,Twenty Thousand Leagues Under the Sea,Jules Verne,1870,French,French,320-480,138126,493,590,"Adventure, Fiction, Historical fiction, Sailors & The Sea, Science fiction, Speculative Fiction","Discovery, Exploration, Science, Survival, Technology, action, conflict, isolation, marine biology",Fictional Location
494,1423,The Kite Runner,Khaled Hosseini,2003,Afghan,English,372,101000,494,589,"Coming of age, Drama, Fiction, Historical fiction, Literary Fiction, Social & Cultural Fiction","Betrayal, Courage, Family, Family dynamics, Forgiveness, Friendship, Guilt, Identity, Redemption","Afghanistan, Kabul, Soviet Union, United States"
495,2334,Stories of Ernest Hemingway,Ernest Hemingway,1987,American,English,650,,495,587,"Drama, Fiction, Literary Fiction, Realistic Fiction, Short Story Collection, Social & Cultural Fiction","Courage, Death & Grief, Friendship, History, Identity, Love, Nature, War, isolation, masculinity","Cuba, France, Italy, Spain, United States"
496,2619,Sanctuary,William Faulkner,1931,American,English,200-300,73000,496,586,"Absurdist, Crime, Drama, Fiction, Literary Fiction, Psychological","Desperation, Exploitation, Justice, Power, Southern Gothic, Survival, Trauma, Violence, corruption, morality, stream of consciousness","Mississippi, United States"
497,607,The Histories of Herodotus,Herodotus,-450,Greek,Ancient greek,500-700,200000,497,584,"Ancient, Cultural, Encyclopedic, Nonfiction, Travel","Asian History, Classical Studies, Culture, Empire, European History, History, Leadership, War, conflict, tradition","Egypt, Greece, Persia, Utopia"
498,4555,Harriet the Spy,Louise Fitzhugh,1964,American,English,300-350,58555,498,583,"Coming of age, Fiction, Middle Grade, Mystery, Social & Cultural Fiction","Betrayal, Diaries, Friendship, Juvenile, Schools & Teaching, Self-discovery, childhood, secrets, writing","New York City, United States"
499,2603,The Duino Elegies,Rainer Maria Rilke,1923,German,German,60-120,,499,582,"Fiction, Literary Fiction, Modernist, Poetry, Surreal, philosophical","Angels, Beauty, Death, Existence, Love, Nature, Solitude, Suffering, Transformation","Duino, Italy"
500,147,The Fountainhead,Ayn Rand,1943,American,English,700-800,311596,500,582,"Drama, Fiction, Literary Fiction, Social & Cultural Fiction, philosophical","Architecture, Conformity, Creativity, Egoism, Individualism, Integrity, Power, Success","New York City, United States"
